sold_on,price,address,bedrooms,bathrooms,parking space,land size,property type1property type2,agency,agent
23 Apr 2021,"$600,000","34 Drover Avenue, Manor Lakes",4,2,4,512,House,Ray White - Werribee,lex Krnjeta
23 Apr 2021,"$562,000","28 Ixora Crescent, Manor Lakes",4,2,2,N/A,House,Eview Real Estate - SOUTH MELBOURNE,Mahesh Krishna
22 Apr 2021,"$555,000","22 Edenvale Street, Manor Lakes",4,2,2,448,House,Local Expertz Realty - Melton/Caroline Springs,sh Dubash
21 Apr 2021,"$890,000","40 Edwin Close, Manor Lakes",5,2,2,602,House,Barry Plant - Werribee,N/A
21 Apr 2021,"$657,500","8 Barmah Street, Manor Lakes",4,2,2,571,House,Barry Plant - Werribee,N/A
19 Apr 2021,"$663,000","18 Nutmeg Parade, Manor Lakes",4,2,2,N/A,House,Barry Plant - Werribee,N/A
18 Apr 2021,"$460,000","1242 Ison Road, Manor Lakes",3,2,1,N/A,House,Barry Plant - Werribee,N/A
17 Apr 2021,"$611,000","19 Amaretto Circuit, Manor Lakes",4,2,2,446,House,hockingstuart - Werribee,Eric Bartz
14 Apr 2021,"$627,000","15 Ellenborough Crescent, Manor Lakes",5,2,2,757,House,Zain Real Estate - MICKLEHAM,hmad Hashmi
14 Apr 2021,"$575,000","84 Bregman Esplanade, Manor Lakes",3,2,2,427,House,hockingstuart - Werribee,George Yacoubia
12 Apr 2021,"$570,000","5 Peppermint Crescent, Manor Lakes",3,2,2,448,House,Ray White - Werribee,Robert Krnjeta
09 Apr 2021,"$620,000","2 Manifera Close, Manor Lakes",4,2,2,N/A,House,Barry Plant - Werribee,N/A
08 Apr 2021,"$525,000","9 Merri Street, Manor Lakes",4,2,2,400,House,Eview Real Estate - SOUTH MELBOURNE,Mahesh Krishna
08 Apr 2021,"$500,000","8 Edenvale Street, Manor Lakes",4,2,2,400,House,Barry Plant - Werribee,N/A
07 Apr 2021,"$567,000","19 Heathcote Road, Manor Lakes",4,2,2,N/A,House,Eview Real Estate - SOUTH MELBOURNE,Mahesh Krishna
07 Apr 2021,"$463,000","2 Saris Street, Manor Lakes",3,2,2,395,House,Ray White - Werribee,lex Krnjeta
29 Mar 2021,"$605,000","20 Mundi Crescent, Manor Lakes",4,2,2,522,House,Eview Real Estate - SOUTH MELBOURNE,Mahesh Krishna
24 Mar 2021,"$463,000","7 Gembrook Street, Manor Lakes",3,2,1,361,House,Hodges - Werribee,Tony Vercher
23 Mar 2021,"$686,400","10 Dartmouth Court, Manor Lakes",4,2,2,800,House,Ray White - Werribee,Michelle Chick
22 Mar 2021,"$641,000","11 Gairdner Street, Manor Lakes",4,2,2,448,House,The Agents Excellence in Real Estate - WILLIAMS LANDING,Mitin Arora
22 Mar 2021,"$513,000","12 Medlar Avenue, Manor Lakes",4,2,2,400,House,Crane Real Estate - CAROLINE SPRINGS,dam Buhagiar
18 Mar 2021,"$613,000","26 Honeycomb Avenue, Manor Lakes",4,2,2,511,House,Barry Plant - Werribee,N/A
17 Mar 2021,"$780,000","25 Pierbrook Avenue, Manor Lakes",6,4,2,512,House,Eview Real Estate - SOUTH MELBOURNE,Mahesh Krishna
17 Mar 2021,"$665,000","30 Creekside Boulevard, Manor Lakes",4,2,2,579,House,Barry Plant - Werribee,N/A
10 Mar 2021,"$636,000","9 Buttermint Crescent, Manor Lakes",4,2,2,522,House,Ray White - Werribee,Robert Krnjeta
10 Mar 2021,"$560,000","5 Cardinia Grove, Manor Lakes",4,2,2,448,House,Eview Real Estate - SOUTH MELBOURNE,Mahesh Krishna
09 Mar 2021,"$560,000","18 Pastille Road, Manor Lakes",4,2,2,508,House,Ray White - Werribee,Robert Krnjeta
04 Mar 2021,"$570,000","1 Lambertia Crescent, Manor Lakes",4,2,2,408,House,Ray White - Werribee,Robert Krnjeta
03 Mar 2021,"$840,000","17 Omeo Terrace, Manor Lakes",4,3,3,900,House,Ray White - Werribee,Robert Krnjeta
02 Mar 2021,"$630,000","113 Kinglake Drive, Manor Lakes",4,2,2,512,House,hockingstuart - Werribee,Eric Bartz
26 Feb 2021,"$571,000","68 Bregman Esplanade, Manor Lakes",3,2,2,418,House,Eview Real Estate - SOUTH MELBOURNE,Mahesh Krishna
25 Feb 2021,"$540,000","39 Kinglake Drive, Manor Lakes",3,2,2,448,House,First National Westwood - Werribee,drew Cruickshank
24 Feb 2021,"$532,000","6  Kanto Court, Manor Lakes",4,2,2,N/A,House,Barry Plant - Werribee,Rick O'Hallora
21 Feb 2021,"$465,000","31 Mayesbrook Road, Manor Lakes",3,2,1,320,House,hockingstuart - Werribee,N/A
13 Feb 2021,"$570,000","32 Leichardt Drive, Manor Lakes",3,2,2,576,House,hockingstuart - Werribee,Samantha McCarthy
11 Feb 2021,"$716,000","31 Spearmint Boulevard, Manor Lakes",4,2,2,572,House,Barry Plant - Werribee,N/A
09 Feb 2021,"$669,300","20 Eildon Avenue, Manor Lakes",4,2,2,848,House,Ray White - Werribee,Robert Krnjeta
09 Feb 2021,"$575,000","7 Pierbrook Avenue, Manor Lakes",4,2,2,448,House,Ray White - Werribee,Robert Krnjeta
03 Feb 2021,"$540,000","17 Rosewater Street, Manor Lakes",4,2,2,400,House,Ray White - Werribee,lex Krnjeta
30 Jan 2021,"$467,500","24 Arrowhead Street, Manor Lakes",4,2,2,320,House,hockingstuart - Werribee,Eric Bartz
29 Jan 2021,"$651,000","23 Rosewater Street, Manor Lakes",5,2,2,571,House,Barry Plant - Werribee,N/A
29 Jan 2021,"$635,000","10 Wafer Road, Manor Lakes",4,2,2,448,House,Bal Real Estate - TRUGANINA,Bal Amardeep
28 Jan 2021,"$580,000","40 Grovedale Way, Manor Lakes",4,2,2,448,House,Eview Real Estate - SOUTH MELBOURNE,Mahesh Krishna
26 Jan 2021,"$565,000","13 Goodenia Avenue, Manor Lakes",4,2,2,480,House,hockingstuart - Werribee,Samantha McCarthy
22 Jan 2021,"$628,500","15 Pastille Road, Manor Lakes",4,2,2,511,House,Ray White - Werribee,Robert Krnjeta
18 Jan 2021,"$632,000","15 Buttermint Crescent, Manor Lakes",4,2,2,505,House,Reliance Real Estate - Tarneit,N/A
14 Jan 2021,"$755,000","13 Buloke Avenue, Manor Lakes",4,2,2,807,House,Barry Plant - Werribee,N/A
14 Jan 2021,"$542,500","13 Swiss Way, Manor Lakes",5,2,2,512,House,Ray White Point Cook - POINT COOK,mar Thakkar
13 Jan 2021,"$450,000","8 Orvalia Road, Manor Lakes",3,2,2,N/A,House,Area Specialist  - Wyndham City,Harry Singh
12 Jan 2021,"$455,000","53 Weavers Street, Manor Lakes",3,2,1,400,House,Century 21 - POINT COOK,Warren Hulstaer
11 Jan 2021,"$582,500","7 Grovedale Way, Manor Lakes",4,2,2,448,House,Eview Real Estate - SOUTH MELBOURNE,Mahesh Krishna
07 Jan 2021,"$535,000","7 Meema Crescent, Manor Lakes",3,2,2,579,House,Eview Real Estate - SOUTH MELBOURNE,Mahesh Krishna
06 Jan 2021,"$595,000","19 Firecrest Road, Manor Lakes",5,3,2,N/A,House,Ray White Point Cook - POINT COOK,mar Thakkar
04 Jan 2021,"$652,000","17 Spearmint Boulevard, Manor Lakes",4,2,2,N/A,House,Ace Real Estate - Laverton & Point Cook,Sunny Sharma
04 Jan 2021,"$620,000","800 Armstrong Road, Manor Lakes",4,3,2,591,House,Ray White - Werribee,lex Krnjeta
30 Dec 2020,"$636,000","67 Spearmint Boulevard, Manor Lakes",5,2,2,512,House,James Ferris Property - Werribee,James Ferris
28 Dec 2020,"$620,101","15 Kinglake Drive, Manor Lakes",5,2,2,512,House,hockingstuart - Werribee,Eric Bartz
23 Dec 2020,"$630,000","21 Minindee Road, Manor Lakes",4,2,2,619,House,Barry Plant - Werribee,N/A
23 Dec 2020,"$622,000","37 Weavers Street, Manor Lakes",5,2,2,569,House,Ray White - Werribee,lex Krnjeta
22 Dec 2020,"$547,000","6 Creekside Boulevard, Manor Lakes",4,2,2,N/A,House,Ray White - Werribee,Robert Krnjeta
20 Dec 2020,"$535,000","91 Kinglake Drive, Manor Lakes",4,2,2,457,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,Sunny Kumar
17 Dec 2020,"$620,000","53 Manor Lakes Boulevard, Manor Lakes",4,2,2,N/A,House,Barry Plant - Werribee,Rick O'Hallora
16 Dec 2020,"$520,000","35 Lancewood Road, Manor Lakes",4,2,2,400,House,YPA Estate Agent Melton,Ryan Anders
14 Dec 2020,"$765,000","39 Bertie Street, Manor Lakes",4,2,2,598,House,Eview Real Estate - SOUTH MELBOURNE,Mahesh Krishna
14 Dec 2020,"$441,000","42 Lancewood Road, Manor Lakes",4,2,1,N/A,House,Barry Plant - Werribee,Reece Beckley
11 Dec 2020,"$660,000","768 Armstrong Road, Manor Lakes",4,2,2,740,House,YPA Wyndham City - WERRIBEE,Kirsty Cunningham
10 Dec 2020,"$545,150","28 Grovedale Way, Manor Lakes",4,2,2,N/A,House,Barry Plant - Werribee,N/A
08 Dec 2020,"$699,000","8 Broadwater Street, Manor Lakes",4,2,2,640,House,Barry Plant - Werribee,N/A
08 Dec 2020,"$560,000","802 Armstrong Road, Manor Lakes",4,2,2,591,House,Ray White - Werribee,N/A
02 Dec 2020,"$731,000","31 Eildon Avenue, Manor Lakes",4,2,4,995,House,361 Degrees Real Estate - POINT COOK,Bhanu Dahiya
30 Nov 2020,"$590,000","8 Heathcote Road, Manor Lakes",4,2,2,448,House,YPA Wyndham City - WERRIBEE,James Christou
30 Nov 2020,"$455,000","56 Weavers Street, Manor Lakes",4,2,2,400,House,Woodards - Sunbury,N/A
25 Nov 2020,"$640,000","24 Bregman Esplanade, Manor Lakes",4,2,2,N/A,House,hockingstuart - Werribee,Eric Bartz
23 Nov 2020,"$575,000","26 Holloway Street, Manor Lakes",4,2,2,448,House,Eview Real Estate - SOUTH MELBOURNE,Mahesh Krishna
20 Nov 2020,"$680,000","14 Elderflower Street, Manor Lakes",4,2,2,445,House,Ray White Point Cook - POINT COOK,mar Thakkar
20 Nov 2020,"$509,500","35 Firecrest Road, Manor Lakes",3,2,2,426,House,Ray White Point Cook - POINT COOK,mar Thakkar
16 Nov 2020,"$581,500","41 Honeycomb Avenue, Manor Lakes",4,2,2,N/A,House,Barry Plant - Werribee,Reece Beckley
13 Nov 2020,"$575,000","11 Boga Place, Manor Lakes",4,2,2,N/A,House,Barry Plant - Werribee,Reece Beckley
12 Nov 2020,"$525,000","4B Eildon Avenue, Manor Lakes",3,2,1,N/A,House,Barry Plant - Werribee,Rick O'Hallora
11 Nov 2020,"$600,000","20 Allspice Street, Manor Lakes",4,2,2,448,House,Eview Real Estate - SOUTH MELBOURNE,Mahesh Krishna
08 Nov 2020,"$650,000","30 Fortescue Boulevard, Manor Lakes",4,2,2,512,House,hockingstuart - Werribee,N/A
04 Nov 2020,"$560,000","6 Clematis Crescent, Manor Lakes",3,2,2,448,House,Eview Real Estate - SOUTH MELBOURNE,Mahesh Krishna
02 Nov 2020,"$520,000","10 Eltham Parade, Manor Lakes",4,2,2,400,House,hockingstuart - Werribee,Eric Bartz
31 Oct 2020,"$620,000","3 Strawberry Road, Manor Lakes",4,2,2,N/A,House,Barry Plant - Werribee,N/A
30 Oct 2020,"$550,000","36 Creekside Boulevard, Manor Lakes",3,2,2,456,House,Hodges - Werribee,Tony Vercher
28 Oct 2020,"$710,000","3 Mulwala Court, Manor Lakes",4,2,2,949,House,First National Westwood - Werribee,Darren Dodd
28 Oct 2020,"$650,000","24 Dutch Avenue, Manor Lakes",4,2,2,733,House,First National Westwood - Werribee,drew Cruickshank
27 Oct 2020,"$590,000","112 Holyoake Parade, Manor Lakes",4,2,2,448.17,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
23 Oct 2020,"$618,000","31 Goodenia Avenue, Manor Lakes",3,2,2,512,House,Barry Plant - Werribee,Reece Beckley
22 Oct 2020,"$624,000","4 Mokoan Close, Manor Lakes",4,2,4,612,House,Hodges - Werribee,Tony Vercher
22 Oct 2020,"$512,500","29 Holyoake Parade, Manor Lakes",3,2,6,441,House,Ray White - Werribee,lex Krnjeta
20 Oct 2020,"$625,000","25 Yarraman Road, Manor Lakes",4,2,2,512,House,hockingstuart - Werribee,N/A
07 Oct 2020,"$720,000","15 Buloke Avenue, Manor Lakes",4,2,2,800,House,hockingstuart - Werribee,N/A
03 Oct 2020,"$471,000","30 Arrowhead Street, Manor Lakes",4,2,2,N/A,House,Barry Plant - Werribee,N/A
02 Oct 2020,"$528,000","57 Eppalock Drive, Manor Lakes",3,2,2,437,House,hockingstuart - Werribee,Eric Bartz
23 Sep 2020,"$500,000","21 Edenvale Street, Manor Lakes",4,2,2,400,House,The Agents Excellence in Real Estate - WILLIAMS LANDING,Mitin Arora
17 Sep 2020,"$600,000","2 Kinglake Drive, Manor Lakes",5,3,2,573,House,Barry Plant - Werribee,N/A
01 Sep 2020,"$575,500","4 Yellow Gum Way, Manor Lakes",3,2,2,551,House,Ray White - Werribee,lex Krnjeta
17 Aug 2020,"$410,000","43 Yellow Gum Way, Manor Lakes",3,1,2,323,House,Reliance Real Estate - Tarneit,bishek Elawaadhi
05 Aug 2020,"$556,500","11 Yarraman Road, Manor Lakes",4,2,2,N/A,House,Barry Plant - Werribee,Reece Beckley
04 Aug 2020,"$560,000","38 Amaretto Circuit, Manor Lakes",4,2,2,512,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
21 Jul 2020,"$574,000","16 Brittle Street, Manor Lakes",3,2,2,N/A,House,Ace Real Estate - Laverton & Point Cook,Sunny Sharma
20 Jul 2020,"$635,000","2 Maculata Place, Manor Lakes",4,2,2,624,House,Barry Plant - Werribee,Reece Beckley
15 Jul 2020,"$425,000","3 Weavers Street, Manor Lakes",3,2,1,N/A,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
14 Jul 2020,"$600,000","14 Leichardt Drive, Manor Lakes",4,2,3,640,House,hockingstuart - Werribee,N/A
10 Jul 2020,"$545,000","11 Madeira Street, Manor Lakes",4,2,2,N/A,House,Hocking Stuart - Epping,Susan Hoo
06 Jul 2020,"$595,000","50 Hindmarsh Drive, Manor Lakes",4,2,2,560,House,First National Westwood - Werribee,Darren Dodd
04 Jul 2020,"$550,000","23 Clarence Street, Manor Lakes",3,2,2,640,House,YPA Wyndham City - WERRIBEE,James Christou
03 Jul 2020,"$605,000","17 Arrowhead Street, Manor Lakes",4,2,2,572,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
30 Jun 2020,"$505,000","24 Hawkstone Road, Manor Lakes",3,2,2,400,House,Ray White - Werribee,Jeff Gaul
29 Jun 2020,"$580,000","14 Stringybark Close, Manor Lakes",4,2,2,579,House,Ray White - Werribee,Robert Krnjeta
27 Jun 2020,"$480,000","8 Kanto Court, Manor Lakes",4,2,2,400,House,hockingstuart - Werribee,Eric Bartz
26 Jun 2020,"$565,000","109 Kinglake Drive, Manor Lakes",4,2,2,560,House,JK Estate Agents - HOPPERS CROSSING,mmar Alazawy
20 Jun 2020,"$480,000","28 Mundi Crescent, Manor Lakes",3,2,2,408,House,hockingstuart - Werribee,Eric Bartz
19 Jun 2020,"$659,501","60 Eureka Drive, Manor Lakes",4,2,2,577,House,Barry Plant - Werribee,Rick O'Hallora
17 Jun 2020,"$637,000","20 Bregman Esplanade, Manor Lakes",4,2,2,512,House,hockingstuart - Werribee,N/A
15 Jun 2020,"$550,000","88 Eltham Parade, Manor Lakes",4,2,2,448,House,OBrien Real Estate - Werribee,Trish Farquer
12 Jun 2020,"$527,000","14 Brockwell Crescent, Manor Lakes",4,2,2,464,House,hockingstuart - Werribee,Eric Bartz
10 Jun 2020,"$596,000","1187 Ison Road, Manor Lakes",4,2,2,448,House,Barry Plant - Werribee,N/A
09 Jun 2020,"$620,000","3 Blowering Street, Manor Lakes",5,2,4,576,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
05 Jun 2020,"$533,000","24 Pastille Road, Manor Lakes",4,2,2,N/A,House,Ray White - Werribee,Robert Krnjeta
02 Jun 2020,"$525,000","4 Jardine Street, Manor Lakes",3,2,2,640,House,YPA Wyndham City - WERRIBEE,James Antonio
29 May 2020,"$610,000","1 Bold Mews, Manor Lakes",5,2,2,576,House,Barry Plant - Werribee,Reece Beckley
21 May 2020,"$572,000","17 Heathcote Road, Manor Lakes",4,2,2,448,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
18 May 2020,"$468,000","7 Ampelon Street, Manor Lakes",3,2,1,395,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
05 May 2020,"$600,000","31 Lancewood Road, Manor Lakes",4,2,2,511,House,Barry Plant - Werribee,Reece Beckley
04 May 2020,"$650,000","1219 Ison Road, Manor Lakes",4,2,2,N/A,House,Ace Real Estate - Laverton & Point Cook,Haresh Mutreja
01 May 2020,"$445,000","21 Brockwell Crescent, Manor Lakes",3,2,2,448,House,Mantello Real Estate - Werribee,Jason Mantello
29 Apr 2020,"$520,000","15 Maculata Place, Manor Lakes",3,2,2,560,House,YPA Estate Agents Point Cook - POINT COOK,Justin To
24 Apr 2020,"$524,000","6 Darling Place, Manor Lakes",4,2,2,446,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
20 Apr 2020,"$430,000","9 Weavers Street, Manor Lakes",3,2,2,320,House,Ray White - Werribee,Robert Krnjeta
30 Mar 2020,"$540,000","5 Silver Gum Street, Manor Lakes",3,2,N/A,437,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
20 Mar 2020,"$604,000","4 Forest Gum Mews, Manor Lakes",4,2,4,498,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
10 Mar 2020,"$517,000","14 Gunyong Crescent, Manor Lakes",3,2,2,400,House,Harcourts - Point Cook,Eyad Khudruj
09 Mar 2020,"$720,000","32 Pedder Street, Manor Lakes",4,2,2,476,House,Harcourts - Point Cook,Eyad Khudruj
06 Mar 2020,"$670,000","8 Ampelon Street, Manor Lakes",4,2,4,N/A,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
04 Mar 2020,"$622,379","21 Leichardt Drive, Manor Lakes",4,2,2,576,House,YPA Wyndham City - WERRIBEE,Kirsty Cunningham
03 Mar 2020,"$743,000","13 Connewarre Close, Manor Lakes",4,2,6,"1,275",House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
29 Feb 2020,"$480,000","20 Arrowhead Street, Manor Lakes",4,2,2,447,House,Barry Plant - Werribee,Reece Beckley
27 Feb 2020,"$618,000","12 Limewood Street, Manor Lakes",4,3,2,N/A,House,Ray White Point Cook - POINT COOK,mar Thakkar
15 Feb 2020,"$691,000","37 Minindee Road, Manor Lakes",4,2,2,571,House,hockingstuart - Werribee,N/A
14 Feb 2020,"$750,000","36 Spearmint Boulevard, Manor Lakes",5,3,3,510,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
05 Feb 2020,"$655,000","16 Creekside Boulevard, Manor Lakes",4,2,3,632,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
05 Feb 2020,"$585,000","13 Pastille Road, Manor Lakes",4,2,2,448,House,Hodges - Werribee,Tony Vercher
31 Jan 2020,"$555,000","8 MacKay Road, Manor Lakes",4,2,2,N/A,House,Barry Plant Real Estate - Tarneit,N/A
29 Jan 2020,"$506,000","7 Miniata Way, Manor Lakes",4,2,2,400,House,Ray White - Werribee,Michelle Chick
28 Jan 2020,"$612,000","20 Brockwell Crescent, Manor Lakes",4,2,2,512,House,YPA Wyndham City - WERRIBEE,N/A
28 Jan 2020,"$545,000","53 Kinglake Drive, Manor Lakes",4,2,2,448,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
20 Jan 2020,"$670,000","14 Eildon Avenue, Manor Lakes",4,2,2,837,House,YPA Wyndham City - WERRIBEE,Kirsty Cunningham
15 Jan 2020,"$665,000","30 Pedder Street, Manor Lakes",4,2,3,476,House,Barry Plant - Werribee,N/A
07 Jan 2020,"$549,000","1 Mundi Crescent, Manor Lakes",4,2,2,N/A,House,Ray White - Werribee,lex Krnjeta
03 Jan 2020,"$545,000","35 Weavers Street, Manor Lakes",4,2,2,448,House,YPA Wyndham City - WERRIBEE,Kirsty Cunningham
24 Dec 2019,"$712,000","131 Kinglake Drive, Manor Lakes",4,3,2,512,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
24 Dec 2019,"$425,000","62 Weavers Street, Manor Lakes",3,2,1,N/A,House,Richardson Property Group - Werribee,Peter Richardso
21 Dec 2019,"$625,000","40 Pedder Street, Manor Lakes",5,2,2,544,House,hockingstuart - Werribee,Eric Bartz
21 Dec 2019,"$482,000","5 Meema Crescent, Manor Lakes",4,2,2,N/A,House,Barry Plant - Werribee,N/A
20 Dec 2019,"$545,000","50 Yellow Gum Way, Manor Lakes",4,2,3,400,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
19 Dec 2019,"$563,000","4 Dutch Avenue, Manor Lakes",4,2,2,446,House,YPA Wyndham City - WERRIBEE,N/A
18 Dec 2019,"$660,000","107 Eureka Drive, Manor Lakes",4,2,3,605,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
18 Dec 2019,"$526,000","4 Eildon Avenue, Manor Lakes",3,2,1,N/A,Townhouse,Barry Plant - Werribee,Rick O'Hallora
14 Dec 2019,"$558,000","28 Eucumbene Road, Manor Lakes",4,2,2,511.98,House,Ray White - Werribee,Robert Krnjeta
12 Dec 2019,"$550,000","55 Kinglake Drive, Manor Lakes",4,2,2,N/A,House,Richardson Property Group - Werribee,Peter Richardso
09 Dec 2019,"$575,000","117 Kinglake Drive, Manor Lakes",4,2,2,572,House,JK Estate Agents - HOPPERS CROSSING,mmar Alazawy
03 Dec 2019,"$645,000","130 Eureka Drive, Manor Lakes",4,2,2,561,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
28 Nov 2019,"$519,999","98 Eltham Parade, Manor Lakes",4,2,2,448,House,Hodges - Werribee,Tony Vercher
24 Nov 2019,"$620,000","33 Lancewood Rd, Manor Lakes",5,2,2,512,House,CENTURY 21 PARAMOUNT REALTORS  CS - CAROLINE SPRINGS,N/A
20 Nov 2019,"$560,000","12 Dawson Crescent, Manor Lakes",3,2,2,512,House,OBrien Real Estate - Werribee,Trish Farquer
20 Nov 2019,"$545,500","40 Weavers Street, Manor Lakes",4,2,2,N/A,House,Ray White - Werribee,Michelle Chick
15 Nov 2019,"$602,500","16 Cranberry Crescent, Manor Lakes",4,2,2,455,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
04 Nov 2019,"$490,000","17 Stringybark Close, Manor Lakes",3,1,2,512,House,Barry Plant - Werribee,N/A
25 Oct 2019,"$535,000","7 Buttermint Crescent, Manor Lakes",4,2,2,N/A,House,Barry Plant - Werribee,Reece Beckley
23 Oct 2019,"$560,000","101 Spearmint Blvd, Manor Lakes",4,2,2,448,House,Reliance Werribee - WERRIBEE,Vik Monga
21 Oct 2019,"$402,000","24 Goodenia Avenue, Manor Lakes",3,1,1,320,House,YPA Wyndham City - WERRIBEE,Mitch Smi
20 Oct 2019,"$596,000","25 Lancewood Road, Manor Lakes",4,2,2,448,House,hockingstuart - Werribee,Samantha McCarthy
10 Oct 2019,"$564,000","13  Spearmint Boulevard, Manor Lakes",4,2,2,548,House,Barry Plant - Werribee,Reece Beckley
04 Oct 2019,"$531,000","74 Kinglake Drive, Manor Lakes",4,2,2,448,House,First National Westwood - Werribee,Rob Westwood
30 Sep 2019,"$655,000","31 Clematis Crescent, Manor Lakes",4,2,2,576,House,Barry Plant - Werribee,Reece Beckley
20 Sep 2019,"$700,000","28 Eureka Drive, Manor Lakes",4,2,2,512,House,Barry Plant - Werribee,Rick O'Hallora
20 Sep 2019,"$538,000","23 Murrumbidgee Street, Manor Lakes",3,2,2,603,House,Barry Plant - Werribee,N/A
19 Sep 2019,"$622,000","2 Ampelon Street, Manor Lakes",4,2,2,508,House,Barry Plant - Werribee,N/A
15 Sep 2019,"$529,000","15 Uralla Street, Manor Lakes",4,2,2,578,House,Barry Plant - Werribee,Reece Beckley
29 Aug 2019,"$291,000","19 Loganberry Road, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
21 Aug 2019,"$583,000","21 Bertie Street, Manor Lakes",4,2,2,510,House,YPA Wyndham City - WERRIBEE,Kirsty Cunningham
16 Aug 2019,"$545,000","18 Firecrest Road, Manor Lakes",4,2,2,448,House,Barry Plant - Werribee,Reece Beckley
15 Aug 2019,"$600,000","6 Landmark Crescent, Manor Lakes",4,2,2,560,House,Ray White - Werribee,Michelle Chick
01 Aug 2019,"$565,000","15 Canons Crescent, Manor Lakes",4,2,2,512,House,Barry Plant - Werribee,Reece Beckley
31 Jul 2019,"$460,000","5 Woburn Crescent, Manor Lakes",3,2,2,400,House,Hockingstuart Williamstown - WILLIAMSTOWN,David Lawso
30 Jul 2019,"$608,000","15 Brockwell Crescent, Manor Lakes",4,2,2,583,House,Sweeney Estate Agents - Tarneit,Darren Cassar
30 Jul 2019,"$580,000","8 Ashburton Avenue, Manor Lakes",4,2,2,576,House,Barry Plant - Werribee,N/A
29 Jul 2019,"$555,000","7 Manifera Close, Manor Lakes",4,2,2,536,House,Mantello Real Estate - Werribee,Jason Mantello
19 Jul 2019,"$515,000","28 Murrumbidgee Street, Manor Lakes",4,2,2,455,House,hockingstuart - Werribee,Eric Bartz
17 Jul 2019,"$570,000","48 Lancewood Road, Manor Lakes",3,2,2,448,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
15 Jul 2019,"$605,000","89 Manor Lakes Boulevard, Manor Lakes",4,2,2,640,House,hockingstuart - Werribee,Eric Bartz
15 Jul 2019,"$480,000","5 Darling Place, Manor Lakes",3,2,2,472,House,hockingstuart - Werribee,Eric Bartz
10 Jul 2019,"$472,500","7 Lysterfield Walk, Manor Lakes",4,2,2,387,House,Hockingstuart Williamstown - WILLIAMSTOWN,N/A
08 Jul 2019,"$500,000","16 Clematis Crescent, Manor Lakes",3,2,2,546,House,Barry Plant - Werribee,Reece Beckley
08 Jul 2019,"$440,500","12 Gunyong Crescent, Manor Lakes",3,2,1,320,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
01 Jul 2019,"$1,000","26 Firecrest Road, Manor Lakes",3,2,2,544,House,Ray White Point Cook - POINT COOK,mar Thakkar
27 Jun 2019,"$542,000","19 Dawson Crescent, Manor Lakes",4,2,2,513,House,Barry Plant - Werribee,N/A
27 Jun 2019,"$522,500","20 Brittle Street, Manor Lakes",4,2,2,512,House,Benlor Real Estate - GEELONG WEST,N/A
19 Jun 2019,"$640,000","9  Stringybark Close, Manor Lakes",4,2,3,762,House,YPA Wyndham City - WERRIBEE,James Antonio
14 Jun 2019,"$412,500","8a Miniata Way, Manor Lakes",3,2,2,N/A,House,Ray White - Tarneit,N/A
13 Jun 2019,"$450,000","7 Saris Street, Manor Lakes",3,2,2,395,House,Hodges - Werribee,Tony Vercher
11 Jun 2019,"$395,000","1240 Ison Road, Manor Lakes",3,2,1,320,House,Professionals Triwest Real Estate - Werribee,Paul Nusk
03 Jun 2019,"$575,000","4 Burrendong Street, Manor Lakes",4,2,2,448,House,Hodges - Werribee,N/A
01 Jun 2019,"$545,000","50 Pedder Street, Manor Lakes",3,2,2,544,House,Barry Plant - Werribee,N/A
25 May 2019,"$585,000","23 Dalrymple Boulevard, Manor Lakes",4,2,2,384,House,YPA Wyndham City - WERRIBEE,Mitch Smi
15 May 2019,"$525,000","22 Silver Gum Street, Manor Lakes",4,2,2,546,House,YPA Wyndham City - WERRIBEE,N/A
